n_estimators,test-mlogloss-mean,test-mlogloss-std,train-mlogloss-mean,train-mlogloss-std
0,1.086267,3.661511527592346e-05,1.0861266666666667,3.488393453847717e-05
1,1.0743473333333333,8.145482729026789e-05,1.0740606666666668,6.59612680963872e-05
2,1.0628286666666666,0.00012333243242917502,1.0623966666666667,9.637542333093091e-05
3,1.0516863333333333,0.0001473597261427985,1.0511146666666666,0.00013248731595469414
4,1.0409016666666666,0.00018208667044999647,1.0401946666666666,0.00016088159897546987
5,1.0304683333333333,0.0002140098647778112,1.0296243333333333,0.00018865547670000383
6,1.020357,0.00023885141824990812,1.019382,0.00022122085495424607
7,1.010586,0.00026864102441733243,1.0094763333333334,0.00024038071654957407
8,1.001116,0.00031222214313951805,0.9998696666666668,0.0002591541797634762
9,0.9919383333333333,0.000335122199934457,0.9905526666666665,0.00029188620309214525
10,0.9830356666666668,0.0003676613780218211,0.981522,0.0003114353865571326
11,0.9744153333333333,0.0003967546120994875,0.9727613333333335,0.00033530715603589684
12,0.9660253333333332,0.0004218422559309167,0.964249,0.0003591165084852697
13,0.9578913333333333,0.0004233850362127494,0.9559873333333333,0.0003951745043507565
14,0.9499970000000001,0.00045381126767266245,0.9479663333333334,0.00040885639967542836
15,0.9423346666666667,0.0005020679458222563,0.9401766666666668,0.0004146278116844298
16,0.934872,0.0005162634986128637,0.9325959999999999,0.0004374158966780395
17,0.9276496666666668,0.0005275037651261176,0.9252443333333332,0.00045572676999371575
18,0.9206259999999999,0.0005467632028584039,0.9180976666666666,0.0004791828692912667
19,0.9137863333333334,0.0005566808381429677,0.9111303333333334,0.0005143807495966256
20,0.907155,0.0005814625238712157,0.9043846666666666,0.0005239143271778661
21,0.9006973333333335,0.000574633409710501,0.8978070000000001,0.000560072019178475
22,0.8944173333333333,0.0005779650123974105,0.8914049999999999,0.0005939702573923157
23,0.8883216666666667,0.000562163874881888,0.8851789999999999,0.0006274280835282974
24,0.882359,0.0005598077050797495,0.8791093333333334,0.0006625895327341675
25,0.8765870000000001,0.0005422969666151557,0.873208,0.0007041907885415177
26,0.870947,0.0005460573840419059,0.8674486666666666,0.0007260947290509434
27,0.8654546666666668,0.0005238449728264673,0.8618456666666666,0.000765253915740099
28,0.860103,0.0005163571115678209,0.8563943333333333,0.0008083853591504723
29,0.854892,0.0005086105255169797,0.851063,0.0008391459944491119
30,0.8498246666666667,0.0004902851777848774,0.8458936666666667,0.0008766399235464539
31,0.8449093333333334,0.0004969147031656919,0.8408510000000001,0.0008860940506891493
32,0.8401010000000001,0.0004921551245965456,0.835931,0.0009076060085007769
33,0.8353869999999999,0.0005199467921495961,0.831124,0.0009153025000876426
34,0.8308336666666668,0.0005246982201439487,0.8264423333333332,0.0009427408033081975
35,0.8263823333333334,0.0005293973512925317,0.8218733333333333,0.000952745623040198
36,0.822061,0.0005317411651044636,0.817432,0.0009709174355559955
37,0.8178283333333334,0.0005378614030480988,0.8131073333333333,0.000992643048745232
38,0.813685,0.0005682188545504844,0.8088620000000001,0.0010010963989546763
39,0.8096743333333333,0.0005549326285435253,0.8047400000000001,0.0010341257176958397
40,0.805767,0.000570168980800161,0.8007173333333334,0.0010511661249404294
41,0.8019323333333334,0.0005755949578962406,0.7967753333333333,0.0010764931748764184
42,0.7981883333333334,0.0005727927684211254,0.7929183333333333,0.001091032029268101
43,0.794563,0.0005793812791820993,0.7891856666666666,0.0011122260961193516
44,0.7910013333333333,0.000602079359848479,0.7855040000000001,0.0011198895778899865
45,0.7875330000000001,0.0006002688286648454,0.7819419999999999,0.0011328909921082676
46,0.7841266666666667,0.0006103749303138113,0.7784279999999999,0.0011449553120828166
47,0.7808306666666667,0.000622894497933308,0.7750323333333333,0.0011539284591728129
48,0.7776166666666665,0.0006213234977762691,0.7717116666666666,0.001162458410247696
49,0.7744796666666667,0.0006230207772529911,0.7684536666666667,0.0011773757070517258
50,0.7714143333333334,0.000632474681091822,0.765272,0.0011983491422230261
51,0.7684293333333333,0.0006398131671737097,0.762171,0.0012144186537873397
52,0.7655150000000001,0.0006420379012696412,0.7591383333333334,0.001229880843370158
53,0.7626653333333334,0.000634682772904843,0.7561746666666666,0.0012396088988960354
54,0.7598846666666667,0.000621870475974571,0.7532816666666666,0.0012604031982751227
55,0.7571593333333334,0.0006163831780817683,0.750452,0.001279362601714868
56,0.7545080000000001,0.0006235976266792456,0.7476780000000001,0.0013021845747307518
57,0.7518973333333333,0.0006003478621229081,0.744968,0.0013432827947482424
58,0.7493596666666665,0.0005949007386857633,0.7423233333333333,0.001370905378046036
59,0.746876,0.000587204109885716,0.7397360000000001,0.0013876327564117088
60,0.7444536666666668,0.000591942752487301,0.7372053333333333,0.001404875399773532
61,0.7420973333333333,0.0005870203479342945,0.7347523333333333,0.0014261987550439363
62,0.7397816666666667,0.0005733715103568198,0.7323193333333333,0.0014466011505902046
63,0.7375263333333333,0.0005734488255769106,0.7299606666666666,0.0014743229707978266
64,0.7353213333333333,0.0005664887956134234,0.72765,0.0014949985507239443
65,0.7331736666666666,0.0005585918804358842,0.7254019999999999,0.0015202909809199977
66,0.731076,0.000578204692705482,0.7231753333333334,0.0015201529162847255
67,0.7290306666666666,0.0005610379270205797,0.7210219999999999,0.0015444742363233403
68,0.7270346666666666,0.000574522603752216,0.7189126666666668,0.0015518754961515216
69,0.7250596666666667,0.0005882121688264678,0.7168303333333333,0.0015425248422275067
70,0.723125,0.0006034406902643222,0.7147833333333332,0.0015474293378230802
71,0.721243,0.0006181429176708887,0.7127886666666666,0.001544715795507013
72,0.7193826666666667,0.0006260012424552811,0.7108059999999999,0.001539648228221852
73,0.717581,0.0006348296359391777,0.708904,0.0015422401455891068
74,0.715808,0.0006335019073898896,0.7070060000000001,0.0015513957156917122
75,0.714067,0.0006218960256077045,0.705158,0.0015572696191304492
76,0.7123713333333334,0.0006346769957142526,0.7033363333333332,0.0015601547644028203
77,0.7107236666666666,0.0006305956619648688,0.7015736666666667,0.0015650125310112347
78,0.7091103333333333,0.0006563811562059399,0.699844,0.0015520380149983675
79,0.7075193333333333,0.0006643263923370509,0.6981356666666666,0.001546120808848911
80,0.7059790000000001,0.0006518547895556828,0.6964753333333333,0.0015619701946224798
81,0.7044643333333332,0.0006451234162718086,0.694854,0.0015744376773947186
82,0.7029796666666667,0.0006468396675804452,0.6932446666666666,0.0015839682937342937
83,0.701543,0.0006436960980670162,0.691685,0.0015880663294291504
84,0.7001123333333333,0.0006624687833316333,0.6901296666666666,0.0015834665207140545
85,0.6987126666666666,0.0006590398740254738,0.6886103333333332,0.001588957170249997
86,0.69735,0.0006941800919069834,0.6871343333333333,0.0015723937872626685
87,0.6960083333333333,0.0007022489270590375,0.6856893333333334,0.0015785584844689672
88,0.6946686666666665,0.0007125897994093239,0.6842473333333333,0.0015649183862283611
89,0.6933900000000001,0.0007325940212696096,0.6828576666666667,0.0015668782835802971
90,0.6921360000000001,0.0007671927180746133,0.681473,0.0015525211753789556
91,0.6908973333333334,0.000780030056400949,0.6801276666666666,0.0015505100952768937
92,0.6896763333333333,0.0008095687466519447,0.6787996666666666,0.0015263597944856452
93,0.688504,0.0008167365956455408,0.6775083333333334,0.0015277803797957735
94,0.687342,0.0008516442919435337,0.6762183333333334,0.0015112981910338791
95,0.6862056666666666,0.000854180438913399,0.6749536666666666,0.00150453211627034
96,0.6851156666666668,0.0008554551744864162,0.6737473333333334,0.0015107111643931827
97,0.6840313333333333,0.0008757721672266335,0.6725333333333333,0.0015032033203203773
98,0.6829710000000001,0.0008569165653667871,0.671353,0.0015273358067781444
99,0.6819419999999999,0.0008894878676331987,0.670187,0.0015073528673361799
100,0.6809256666666667,0.0008954664830255688,0.669059,0.0015164117734529285
101,0.6799303333333334,0.0008932880585541766,0.6679530000000001,0.0015201949436393547
102,0.6789426666666666,0.0008931578185790472,0.6668476666666666,0.0015281492800842864
103,0.6780010000000001,0.0009208706025640367,0.665774,0.0015093126470902666
104,0.677056,0.0008966206927495196,0.6647256666666667,0.0015310411127363109
105,0.676123,0.0009078733391833799,0.6636783333333334,0.0015127714816043814
106,0.6752226666666666,0.000891155180400992,0.6626650000000001,0.001536445247966876
107,0.6743220000000001,0.0008843788780833707,0.6616336666666666,0.0015574702422696458
108,0.6734443333333333,0.0008788296510448345,0.6606423333333333,0.0015573298373248682
109,0.6726083333333334,0.0008805378406910422,0.6596746666666666,0.0015799783402172596
110,0.6717573333333333,0.000881154293463343,0.6587109999999999,0.0015805005536221656
111,0.670909,0.0009026438943459225,0.6577426666666667,0.0015570710395554268
112,0.6700923333333333,0.0009170075729725191,0.6567966666666667,0.0015408838012286761
113,0.669321,0.0009279486336358513,0.6558963333333333,0.0015340270170009962
114,0.6685363333333334,0.0009230494148322668,0.6550003333333333,0.001533506729326262
115,0.667752,0.0009223112272980348,0.654092,0.0015536932344149504
116,0.6669876666666666,0.0009480472327661584,0.653196,0.0015206382431948344
117,0.6662359999999999,0.0009584428343238093,0.6523243333333334,0.0015121676126966866
118,0.6654813333333333,0.0009651121984285354,0.6514443333333334,0.001492568330838581
119,0.664772,0.000987872798829216,0.6506206666666667,0.0014812887031980886
120,0.6640516666666666,0.000988263235288162,0.6497780000000001,0.0014831219325014144
121,0.6633766666666667,0.0010137752325945957,0.648975,0.0014604446811388179
122,0.6626556666666666,0.0010118617604308292,0.6481253333333333,0.0014556703686694665
123,0.6619833333333333,0.0010133365131528853,0.6473446666666667,0.0014722686198139555
124,0.661337,0.001009840911563103,0.6465813333333333,0.0014777014433083261
125,0.660663,0.0010230816194224206,0.6457976666666667,0.0014601009858530058
126,0.6600073333333333,0.0010283884912273573,0.6450373333333334,0.0014440464750908296
127,0.6593513333333333,0.0010475897203687174,0.644278,0.0014355688767872072
128,0.6587213333333334,0.0010484052439565018,0.6435256666666667,0.0014273381597302906
129,0.6580993333333334,0.0010504730151486732,0.6428026666666667,0.0014301054351185162
130,0.6574916666666667,0.0010691084551573324,0.642084,0.0014215831550305773
131,0.6569083333333333,0.001072906436844466,0.641387,0.001421894745284125
132,0.6562983333333333,0.0010921716389326696,0.6406856666666667,0.001403812982162865
133,0.6557096666666666,0.0010822693236384614,0.6399806666666666,0.001414112756780346
134,0.6551306666666666,0.0010876985897858937,0.6393096666666667,0.0014032365762368434
135,0.654582,0.0011069022841546064,0.6386396666666666,0.001397504998997208
136,0.6540213333333335,0.0011187887299316899,0.6379796666666667,0.00138707974616541
137,0.653458,0.0011344402437619488,0.6373139999999999,0.0013900462822030953
138,0.6529196666666667,0.001128964815906819,0.63665,0.0014014342653153483
139,0.652389,0.0011230675254260607,0.6360026666666667,0.0014143687245159223
140,0.65186,0.0011232322407528819,0.6353743333333334,0.0014277993167419796
141,0.6513486666666667,0.00113404124949471,0.634751,0.0014341557330592185
142,0.6508466666666667,0.0011421410693177444,0.6341336666666666,0.001432451123851056
143,0.650363,0.0011379897480498977,0.6335163333333333,0.0014425277197414033
144,0.6498590000000001,0.0011597709543985993,0.6329206666666667,0.0014376057255806184
145,0.6493966666666667,0.0011535210829841107,0.6323403333333334,0.0014455624818349878
146,0.648933,0.001147401702398348,0.631764,0.0014629643422402819
147,0.6484623333333334,0.0011703766725099833,0.6311893333333334,0.0014420784383043317
148,0.6480066666666667,0.0011602948858898635,0.6306453333333333,0.0014473724085006297
149,0.647548,0.0011786469643903514,0.6300743333333333,0.0014408308559840128
150,0.647106,0.0011785621182893611,0.6295323333333332,0.0014344388759681696
151,0.6466716666666666,0.001197830631693039,0.6289913333333333,0.001426886198062809
152,0.646272,0.0012057208079264033,0.6284746666666666,0.0014094519817606295
153,0.6458556666666667,0.0012394249562689326,0.6279549999999999,0.0013766657788536426
154,0.6454563333333333,0.0012265953783632852,0.6274379999999999,0.001384271890441588
155,0.6450626666666667,0.0012354487263968358,0.6269476666666667,0.0013662577437007434
156,0.6446423333333334,0.001264700579408278,0.6264203333333334,0.0013497590731518132
157,0.6442423333333333,0.0012613966686001064,0.6259143333333334,0.0013346101386630656
158,0.6438573333333334,0.0012995284614898607,0.6254203333333334,0.001319602044388967
159,0.6434743333333334,0.0012860008640052433,0.6249456666666667,0.001318858176184543
160,0.6431043333333334,0.0012838707965454538,0.624472,0.0013109419005686799
161,0.6427096666666666,0.0012860700689395729,0.62398,0.0013235323947678784
162,0.642343,0.0012784555786834067,0.6235363333333334,0.001326048096999365
163,0.641958,0.0012823652625779767,0.6230433333333334,0.0013335097383304871
164,0.6416006666666667,0.0012856773398571704,0.622595,0.001343789666081225
165,0.6412233333333334,0.0013059873234027887,0.6221230000000001,0.0013235749569505842
166,0.640867,0.0012994983647546551,0.621677,0.0013338035837408876
167,0.6405013333333333,0.0013000452128889826,0.6212163333333333,0.0013241662366267162
168,0.6401503333333333,0.001268900136163402,0.6207783333333333,0.0013631224775818537
169,0.6398149999999999,0.0012967662343948575,0.6203493333333333,0.0013462868276196368
170,0.6394803333333333,0.0012716449539430913,0.6199173333333333,0.001384714250506402
171,0.639129,0.001273735713037347,0.6194493333333333,0.0013873654489314651
172,0.6388020000000001,0.001293671004029472,0.6190413333333334,0.0013875148848050576
173,0.6384853333333332,0.001295707357220609,0.6186393333333333,0.001390902424886665
174,0.638158,0.0012905575022704682,0.6182163333333333,0.001407320227319369
175,0.6378526666666667,0.0012877446261671222,0.6178246666666666,0.0013976218690650829
176,0.6375196666666666,0.001294427114810079,0.6173816666666666,0.001396513356740852
